ID_TMatrix_V1,Df,kf,R_RI,I_RI,WaveL,dp,Np,Version,Hash,created_at,updated_at
74,1.92,1.2,1.48,0.44,872.4,29.2,67.0,0.1,790402f5cf8ca30935d5d4ffef217337af994660,2019-07-15 18:55:49,2019-07-15 18:55:49
75,1.93,1.2,1.47,0.42,871.9,35.1,75.0,0.1,ec161d1977c7242b689151602ac61eac79ac5a40,2019-07-15 18:55:49,2019-07-15 18:55:49
76,1.95,1.2,1.38,0.31,872.3,29.6,69.0,0.1,9fecb5f79c0b3585a5c25e5c855a8435e9d50d87,2019-07-15 18:55:49,2019-07-15 18:55:49
77,2.03,1.2,1.42,0.34,872.8,30.3,67.0,0.1,b1b8882a29c05411082975025a34381c6bf180c2,2019-07-15 18:55:49,2019-07-15 18:55:49
78,1.93,1.2,1.46,0.54,868.4,32.5,68.0,0.1,cb3c7b0b5cf779acb38778661c1cca433e80e96a,2019-07-15 18:55:49,2019-07-15 18:55:49
79,1.92,1.2,1.48,0.35,868.5,31.9,60.0,0.1,d779a2ba44b11e8c2a32b6ca3048f21b553d3760,2019-07-15 18:55:49,2019-07-15 18:55:49
80,2.14,1.2,1.46,0.5,872.9,40.1,65.0,0.1,5698ee3a0a1f4b99ee9e817d3d56825eb4c0f255,2019-07-15 18:55:49,2019-07-15 18:55:49
81,1.92,1.2,1.53,0.45,868.9,27.1,67.0,0.1,bf08f7216dc4a13f1c9ea552cff0df5c92c99e1d,2019-07-15 18:55:49,2019-07-15 18:55:49
82,1.88,1.2,1.44,0.33,870.3,24.5,64.0,0.1,7132a712527b9845d33666e233022d30b82e91b7,2019-07-15 18:55:49,2019-07-15 18:55:49
83,1.93,1.2,1.69,0.37,871.0,21.4,66.0,0.1,0fc914b4d787f5f144f940c613daf76f3898bd8e,2019-07-15 18:55:49,2019-07-15 18:55:49
84,2.07,1.2,1.4,0.34,872.5,37.2,74.0,0.1,ec9163d3615ba5a3ac054efde974f57bd9774a49,2019-07-15 18:55:49,2019-07-15 18:55:49
85,1.9,1.2,1.61,0.23,868.5,37.0,63.0,0.1,714a388ab73ffbeb9de85ab70469ae9877c55fbb,2019-07-15 18:55:49,2019-07-15 18:55:49
86,1.94,1.2,1.36,0.17,870.9,29.8,66.0,0.1,772d892889edd58b5b6c2ec6820a570f51c1a0ca,2019-07-15 18:55:49,2019-07-15 18:55:49
87,1.96,1.2,1.41,0.35,871.9,29.1,60.0,0.1,976a169d562ba54f1ce504b91ab3e0bcb4c603cf,2019-07-15 18:55:49,2019-07-15 18:55:49
88,2.07,1.2,1.6,0.47,870.5,17.8,62.0,0.1,f3af8867e398cfa971ec4b6386a7e9e460e5c18f,2019-07-15 18:55:49,2019-07-15 18:55:49
89,1.97,1.2,1.47,0.22,871.2,35.1,66.0,0.1,8c23e5b9f0159df67120cf08dc7b141db688a28b,2019-07-15 18:55:49,2019-07-15 18:55:49
90,1.85,1.2,1.21,0.4,869.5,26.9,62.0,0.1,ae97a35d6c9683154772859ca8da646b48391da8,2019-07-15 18:55:49,2019-07-15 18:55:49
91,1.85,1.2,1.55,0.51,870.7,31.4,61.0,0.1,e3259117c32d0ee53ee91611656c899666a208a8,2019-07-15 18:55:49,2019-07-15 18:55:49
92,1.89,1.2,1.6,0.43,869.1,36.8,61.0,0.1,a8cad8f8c01bcabb0f727d91d04f559a895127ca,2019-07-15 18:55:49,2019-07-15 18:55:49
93,2.03,1.2,1.48,0.29,869.8,27.1,60.0,0.1,c2bf3f918b6456334a10979d04ab9fa30bdd816c,2019-07-15 18:55:49,2019-07-15 18:55:49
94,1.89,1.2,1.39,0.28,869.1,18.5,67.0,0.1,d4985fb8283129047ebf75aff8020f1c45175b8e,2019-07-15 18:55:49,2019-07-15 18:55:49
95,2.13,1.2,1.6,0.44,868.9,30.3,65.0,0.1,a7786df9799453201dc080e6bc9ca3ca1e0302f8,2019-07-15 18:55:49,2019-07-15 18:55:49
96,2.05,1.2,1.56,0.42,870.8,38.7,67.0,0.1,8bd31789db95a8553de65307759074c432c0b516,2019-07-15 18:55:49,2019-07-15 18:55:49
97,1.99,1.2,1.58,0.36,870.8,38.1,65.0,0.1,6f88dbfc551c931b1b4d3f8c93180100a139eba3,2019-07-15 18:55:49,2019-07-15 18:55:49
98,2.04,1.2,1.56,0.42,868.1,20.8,62.0,0.1,01020a596a9206e67368e8eb3c4243b0ade0bcc5,2019-07-15 18:55:49,2019-07-15 18:55:49
99,2.04,1.2,1.6,0.28,868.8,30.8,66.0,0.1,c1b8fc6b6cf1ee81e8924118e18d05525ab1a012,2019-07-15 18:55:49,2019-07-15 18:55:49
100,2.01,1.2,1.44,0.4,869.2,28.7,69.0,0.1,a4d860a29426814d63088f1e13f88cd1337e8766,2019-07-15 18:55:49,2019-07-15 18:55:49
101,1.86,1.2,1.67,0.6,869.2,30.6,64.0,0.1,773919b76f8f6f69c53c33a65e4fbc4e412e8caf,2019-07-15 18:55:49,2019-07-15 18:55:49
102,1.89,1.2,1.4,0.38,870.1,31.1,73.0,0.1,43bd63310f95e7f42231a5c1442107f310762ee6,2019-07-15 18:55:49,2019-07-15 18:55:49
103,1.86,1.2,1.45,0.49,869.8,33.4,65.0,0.1,95c577cd95489351614bd7016b9b2ed9635f37d0,2019-07-15 18:55:49,2019-07-15 18:55:49
104,1.92,1.2,1.4,0.55,866.2,30.8,64.0,0.1,1aa3a2237e975cb5ee45fa8b18ed94ce5da9f637,2019-07-15 18:55:49,2019-07-15 18:55:49
105,1.95,1.2,1.6,0.62,867.2,22.4,73.0,0.1,5b737afd15a11728f48e6c218f2577a5c2f55e32,2019-07-15 18:55:49,2019-07-15 18:55:49
106,2.03,1.2,1.55,0.51,868.7,25.4,66.0,0.1,26ad162a45b29c4663782676e3a09803646b076e,2019-07-15 18:55:49,2019-07-15 18:55:49
107,2.09,1.2,1.57,0.39,869.1,34.9,70.0,0.1,2e734c9878a153ec09d176f7de8736942655a30e,2019-07-15 18:55:49,2019-07-15 18:55:49
108,2.08,1.2,1.36,0.35,872.4,25.6,64.0,0.1,59836884e107aa3db66a9929c5a4edf41daa2850,2019-07-15 18:55:49,2019-07-15 18:55:49
109,2.0,1.2,1.54,0.41,870.6,33.4,67.0,0.1,c1eaea41605211070e952315da5d6b66201fd4f6,2019-07-15 18:55:49,2019-07-15 18:55:49
110,1.95,1.2,1.51,0.48,867.4,31.5,56.0,0.1,2dda0cefd5fd93f87df7af5535e71c2ed8753dd8,2019-07-15 18:55:49,2019-07-15 18:55:49
111,2.04,1.2,1.33,0.38,869.9,28.2,58.0,0.1,9bd6555f0b460d05c5cd2d837a49828472cf496e,2019-07-15 18:55:49,2019-07-15 18:55:49
112,1.92,1.2,1.55,0.38,867.7,33.4,59.0,0.1,f75804a41aafef8f114de30e701466295d07eca1,2019-07-15 18:55:49,2019-07-15 18:55:49
113,1.91,1.2,1.59,0.33,871.2,34.1,65.0,0.1,c695b0b0d15e788934aaa2afb6d391324c1553c0,2019-07-15 18:55:49,2019-07-15 18:55:49
114,2.01,1.2,1.45,0.48,866.7,28.2,60.0,0.1,06f08b85b12284dbd4e17f9adf3d498fed326e2c,2019-07-15 18:55:49,2019-07-15 18:55:49
115,1.98,1.2,1.38,0.43,869.6,29.4,65.0,0.1,e575a9146a0f3dd2517af367af89e905a4682de4,2019-07-15 18:55:49,2019-07-15 18:55:49
116,1.96,1.2,1.41,0.23,870.2,39.6,64.0,0.1,6c8f8e13cb8a6443d477e763b991c7ef2460d5ea,2019-07-15 18:55:49,2019-07-15 18:55:49
117,1.84,1.2,1.6,0.38,867.7,29.6,63.0,0.1,3103afe1012eadb24aef9990ef977c0e4d4c2ba7,2019-07-15 18:55:49,2019-07-15 18:55:49
118,1.92,1.2,1.35,0.37,868.3,32.2,63.0,0.1,c8834a4c534aa605d0c92403715a3a17b0ef3d99,2019-07-15 18:55:49,2019-07-15 18:55:49
119,1.82,1.2,1.34,0.3,872.9,23.1,68.0,0.1,211e4315073470182874f06400557c76a7ed6945,2019-07-15 18:55:49,2019-07-15 18:55:49
120,1.89,1.2,1.46,0.49,867.4,27.1,74.0,0.1,c34419f2eca941b88cc51462c9b586175278410f,2019-07-15 18:55:49,2019-07-15 18:55:49
121,1.82,1.2,1.52,0.35,873.4,29.8,66.0,0.1,c607cd5b5ff13dc1edcef3d6053ccfa503b4cf1c,2019-07-15 18:55:49,2019-07-15 18:55:49
122,1.99,1.2,1.56,0.44,867.0,32.4,60.0,0.1,0b4bbced14365838863a5f3f2ba785b92a8088e4,2019-07-15 18:55:49,2019-07-15 18:55:49
123,1.94,1.2,1.3,0.46,869.3,39.1,72.0,0.1,a6250295e9bee0666fcf3c9a982750ba109a63ac,2019-07-15 18:55:49,2019-07-15 18:55:49
124,1.9,1.2,1.49,0.53,869.4,30.7,69.0,0.1,6cc5de927d34f5d835b9135ab59faebeb8d48c7f,2019-07-15 18:55:49,2019-07-15 18:55:49
125,2.06,1.2,1.62,0.34,868.9,29.0,59.0,0.1,17c9a39599c82b57a2a77e43f08e60e08a583a65,2019-07-15 18:55:49,2019-07-15 18:55:49
126,2.2,1.2,1.32,0.4,866.1,29.9,68.0,0.1,6b6346dcdd6839fde0476bd51dca71719f199ba9,2019-07-15 18:55:49,2019-07-15 18:55:49
127,2.18,1.2,1.39,0.43,873.3,34.8,62.0,0.1,380e8147e4a9cb8f7d89bd03db917f36ebd79e2f,2019-07-15 18:55:49,2019-07-15 18:55:49
128,1.97,1.2,1.63,0.5,868.5,35.6,62.0,0.1,b74b239384c21e96840777ffca91d09d61ad3fbd,2019-07-15 18:55:49,2019-07-15 18:55:49
129,2.01,1.2,1.69,0.28,869.6,30.5,62.0,0.1,8adba2bff25e0d6537302e410b6893379967ce21,2019-07-15 18:55:49,2019-07-15 18:55:49
130,2.02,1.2,1.51,0.35,866.2,33.4,61.0,0.1,5d1f8267f91f00e553c007f3bd9a618c9c02c245,2019-07-15 18:55:49,2019-07-15 18:55:49
131,1.99,1.2,1.46,0.42,871.6,26.2,70.0,0.1,5e9ac4c623fa413e2fa991fb09060612311d3ae7,2019-07-15 18:55:49,2019-07-15 18:55:49
132,1.82,1.2,1.45,0.28,871.3,25.1,73.0,0.1,950a70864f36255ee0bdd8f85e4bf489a2be12a0,2019-07-15 18:55:49,2019-07-15 18:55:49
133,2.02,1.2,1.61,0.33,866.8,31.4,64.0,0.1,59f76c7c2f7e9d8af032e0f9ef35c53e9905ad9d,2019-07-15 18:55:49,2019-07-15 18:55:49
134,2.12,1.2,1.56,0.36,867.7,25.4,63.0,0.1,a7bdbb815ad70723c45ca764e0e24a860178b824,2019-07-15 18:55:49,2019-07-15 18:55:49
135,1.96,1.2,1.54,0.31,867.5,26.3,65.0,0.1,d263e095b2ca2a777f42514adf6ef29f271098df,2019-07-15 18:55:49,2019-07-15 18:55:49
136,1.86,1.2,1.64,0.37,874.1,30.2,67.0,0.1,98aac73c3a679635ad6b285fcc9c7b4d099dca89,2019-07-15 18:55:49,2019-07-15 18:55:49
137,1.89,1.2,1.53,0.3,866.4,35.0,73.0,0.1,c50b39eb4d272a80787c947fba57eb83dff0057d,2019-07-15 18:55:49,2019-07-15 18:55:49
138,1.91,1.2,1.55,0.36,872.7,26.2,67.0,0.1,caf533c4d27a3930ee883438916f26ff8536dffa,2019-07-15 18:55:49,2019-07-15 18:55:49
139,1.98,1.2,1.43,0.54,872.3,34.2,61.0,0.1,994b8c03a17b7944a370345a5b979af7cf888ff0,2019-07-15 18:55:49,2019-07-15 18:55:49
140,1.92,1.2,1.35,0.13,870.6,25.8,59.0,0.1,78fd4da2a51064df88deffb16d4e408737b591fb,2019-07-15 18:55:49,2019-07-15 18:55:49
141,1.98,1.2,1.62,0.48,870.6,29.3,62.0,0.1,31491f3b14b27de17789224ae0c472dd23210b1a,2019-07-15 18:55:49,2019-07-15 18:55:49
142,1.9,1.2,1.66,0.43,866.7,28.6,67.0,0.1,ea8ece54c649e721624be9022559f7c99178ba44,2019-07-15 18:55:49,2019-07-15 18:55:49
143,1.94,1.2,1.53,0.36,870.2,28.8,60.0,0.1,81ab79c8632417398cf5a89ee58a15dd1d84ad41,2019-07-15 18:55:49,2019-07-15 18:55:49
144,1.98,1.2,1.56,0.31,868.9,25.4,70.0,0.1,fb41472858d70bb0ff6cc781bfe77f8c4d2557e4,2019-07-15 18:55:49,2019-07-15 18:55:49
145,2.1,1.2,1.64,0.3,870.4,34.7,66.0,0.1,bdb6094935fe1176efaa736e5c4702f3389b0938,2019-07-15 18:55:49,2019-07-15 18:55:49
146,1.9,1.2,1.39,0.2,871.8,35.5,65.0,0.1,ca751325fe04e410473ed9cfbee2e6d28be9d5b8,2019-07-15 18:55:49,2019-07-15 18:55:49
147,2.01,1.2,1.6,0.43,870.1,25.4,76.0,0.1,6465a1f6ae381ccd2328535458ef45d15d2ba9d4,2019-07-15 18:55:49,2019-07-15 18:55:49
148,1.99,1.2,1.6,0.34,870.8,28.9,68.0,0.1,7d9547df437c3e71c869d037237b7767c6b21854,2019-07-15 18:55:49,2019-07-15 18:55:49
149,2.02,1.2,1.57,0.43,868.4,33.1,67.0,0.1,34aa1ebf7205c52678dcb653f6e812d1067f7296,2019-07-15 18:55:49,2019-07-15 18:55:49
150,2.08,1.2,1.54,0.33,869.1,30.1,66.0,0.1,c65bbc504b0f7a98daa94a5c46a2c14f476d357c,2019-07-15 18:55:49,2019-07-15 18:55:49
151,1.94,1.2,1.39,0.46,871.6,26.1,55.0,0.1,dde9f0fe5eb6f4e155fedc2d51a2c42e9a846981,2019-07-15 18:55:49,2019-07-15 18:55:49
152,1.94,1.2,1.57,0.49,867.9,41.1,63.0,0.1,921a394ea5d2d33152d8f3eb1798ef1fa746f155,2019-07-15 18:55:49,2019-07-15 18:55:49
153,2.04,1.2,1.58,0.29,869.3,30.6,61.0,0.1,18b8a720b368c9876094169995b65b61d01daa3d,2019-07-15 18:55:49,2019-07-15 18:55:49
154,2.11,1.2,1.49,0.38,866.4,23.8,81.0,0.1,4afa14e05951402bc7966d81fd5f51ea614ef206,2019-07-15 18:55:49,2019-07-15 18:55:49
155,2.08,1.2,1.35,0.53,868.8,31.7,69.0,0.1,7916ec7f568007b0234e593937684eaedf12bf1c,2019-07-15 18:55:49,2019-07-15 18:55:49
156,1.9,1.2,1.43,0.27,872.2,29.8,65.0,0.1,a2e23927d9eaeee1cc2101fccf5a842a179f1c6c,2019-07-15 18:55:49,2019-07-15 18:55:49
157,1.91,1.2,1.57,0.45,871.3,24.8,70.0,0.1,20943b48526d9619749e649e934f19405f9a9bcf,2019-07-15 18:55:49,2019-07-15 18:55:49
158,2.06,1.2,1.4,0.51,863.8,29.6,70.0,0.1,9b148edf5460b8fdcd87a1392db63df85ae8d05d,2019-07-15 18:55:49,2019-07-15 18:55:49
159,2.16,1.2,1.58,0.27,873.1,18.7,65.0,0.1,59ed10ed2a1e765baab5e1b515bfa98d9258b07d,2019-07-15 18:55:49,2019-07-15 18:55:49
